,ID_CONCURSO,Órgão,Cargo,Banca,Local,Inscrição início,Inscrição fim,Data da prova,Status,Vagas,Salário base,Benefícios principais,Jornada,Estrutura objetiva,Discursiva,Edital oficial,Pasta Drive,Observações
0,CRBIO01-2026-ATI,CRBio-01,Analista – Analista de Tecnologia da Informação,Instituto Quadrix,São Paulo/SP,21/09/2026,21/10/2026,29/11/2026,inscrições abertas,"30 CR (18 AC, 2 PcD, 8 PN, 1 PI, 1 PQ)",7181.5,VR R$ 1.540; VA R$ 950; plano de saúde; plano de carreira; vale-transporte,40h/semana,120 itens: 40 básicos + 30 complementares + 50 específicos,20–30 linhas sobre conhecimentos específicos,https://anexos-r2.selecao.net.br/uploads/861/concursos/3071/anexos/1afe4f0b-7113-4dad-bf04-0c578b3fd24a.pdf,1GUtGFzXVMp1PK9VDS_fueuTiwPpk_1lW,Prova à tarde; banca Certo/Errado com penalização por erro.
1,SETEC-2026-ATI,SETEC – Serviços Técnicos Gerais,Analista Técnico (Informática),INDEPAC,Campinas/SP,08/09/2026,04/12/2026,17/01/2027,inscrições abertas,1 vaga + CR,8285.32,Vale-alimentação conforme edital,36h/semana ou até 180h/mês em escala,40 questões: 10 Português + 10 Matemática + 20 específicos,1 questão teórico-prática,https://anexos-r2.selecao.net.br/uploads/815/concursos/109/anexos/52b446b1-6df2-4a0c-a457-2215b9f5b58f.pdf,14XvemdkwUmOWHQDcNtVgQglY03Nbdjab,Prova em Campinas; objetiva de múltipla escolha com 4 alternativas.
,ID_TÓPICO,Disciplina,Assunto,Subassunto / escopo,CRBio,SETEC,Cobertura,Prioridade inicial,Fase,Status editorial,Observação
23,SRC-PG18-MATH-001,PostgreSQL 18 — Mathematical Functions and Operators,Documentação técnica oficial,P1,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/functions-math.html,PostgreSQL 18.6,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-06,CRBIO01-2026-ATI; SETEC-2026-ATI,"Operadores e funções escalares numéricas: ABS, CEIL, FLOOR, ROUND, potência, divisão etc.",11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,A divisão inteira e operadores específicos devem ser identificados conforme o tipo e o SGBD.
24,SRC-PG18-DATETIME-001,PostgreSQL 18 — Date/Time Functions and Operators,Documentação técnica oficial,P1,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/functions-datetime.html,PostgreSQL 18.6,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-06,CRBIO01-2026-ATI; SETEC-2026-ATI,"CURRENT_DATE, CURRENT_TIME, CURRENT_TIMESTAMP, EXTRACT, operações e funções de data/hora",11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Funções como AGE/date_trunc são específicas do PostgreSQL; destacar portabilidade.
25,SRC-PG18-AGG-SYNTAX-001,PostgreSQL 18 — Aggregate Expressions,Documentação técnica oficial,P1,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/sql-expressions.html#SYNTAX-AGGREGATES,PostgreSQL 18,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-07,CRBIO01-2026-ATI; SETEC-2026-ATI,"Sintaxe de agregações, DISTINCT, ORDER BY dentro de agregados e FILTER",11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Usar para sintaxe e semântica de agregações; ordered-set/hypothetical-set são avançados.
26,SRC-PG18-GROUPHAVING-001,PostgreSQL 18 — GROUP BY and HAVING,Documentação técnica oficial,P1,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/queries-table-expressions.html#QUERIES-GROUP,PostgreSQL 18,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-08,CRBIO01-2026-ATI; SETEC-2026-ATI,"GROUP BY, colunas agrupadas, dependência funcional e HAVING",11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,PostgreSQL reconhece dependência funcional em casos específicos; não generalizar para todos os SGBDs.
27,SRC-PG18-AGG-TUTORIAL-001,PostgreSQL 18 — Aggregate Functions Tutorial,Documentação técnica oficial,P2,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/tutorial-agg.html,PostgreSQL 18,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-07; TI-BD-003-08,CRBIO01-2026-ATI; SETEC-2026-ATI,"Exemplos didáticos de agregações, GROUP BY, WHERE e HAVING",11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Fonte oficial explicativa; complementar às referências normativas/técnicas.
28,SRC-PG18-JOINS-001,PostgreSQL 18 — Joined Tables,Documentação técnica oficial,P1,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/queries-table-expressions.html,PostgreSQL 18,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-09; TI-BD-003-10,CRBIO01-2026-ATI; SETEC-2026-ATI,INNER/LEFT/RIGHT/FULL/CROSS JOIN; ON; USING; NATURAL; self join; ON x WHERE em outer joins,11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Fonte-base para semântica de joins e diferenças ON/WHERE.
29,SRC-MS-JOINS-001,Microsoft Learn — FROM + JOIN (Transact-SQL),Documentação técnica oficial,P1,Microsoft,https://learn.microsoft.com/pt-br/sql/t-sql/queries/from-transact-sql?view=sql-server-ver17,SQL Server ver17,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-09; TI-BD-003-10,CRBIO01-2026-ATI; SETEC-2026-ATI,Conferência cruzada de INNER/LEFT/RIGHT/FULL/CROSS JOIN e self join,11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Sintaxe T-SQL pode conter extensões; usar para confirmar semântica comum e sinalizar particularidades.
30,SRC-PG18-SUBQUERY-001,PostgreSQL 18 — Subquery Expressions,Documentação técnica oficial,P1,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/functions-subquery.html,PostgreSQL 18.6,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-11; TI-BD-003-12,CRBIO01-2026-ATI; SETEC-2026-ATI,"EXISTS, IN, NOT IN, ANY/SOME, ALL e comparação com subconsulta de uma linha",11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Fonte-base para subqueries booleanas e semântica com NULL.
31,SRC-PG18-SCALARSUB-001,PostgreSQL 18 — Scalar Subqueries,Documentação técnica oficial,P1,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/sql-expressions.html#SQL-SYNTAX-SCALAR-SUBQUERIES,PostgreSQL 18.6,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-11,CRBIO01-2026-ATI; SETEC-2026-ATI,"Subconsulta escalar, requisito de uma linha/uma coluna, retorno NULL quando não há linhas e correlação",11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Mais de uma linha ou mais de uma coluna em contexto escalar é erro.
32,SRC-PG18-FROMSUB-001,PostgreSQL 18 — Subqueries in FROM,Documentação técnica oficial,P1,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/queries-table-expressions.html#QUERIES-FROM,PostgreSQL 18.6,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-11,CRBIO01-2026-ATI; SETEC-2026-ATI,Subconsulta como tabela derivada na cláusula FROM e necessidade de alias/escopo,11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Usar para derived tables e escopo; LATERAL será apenas mencionado quando pertinente.
33,SRC-PG18-SETOPS-001,"PostgreSQL 18 — Combining Queries (UNION, INTERSECT, EXCEPT)",Documentação técnica oficial,P1,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/queries-union.html,PostgreSQL 18,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-13,CRBIO01-2026-ATI; SETEC-2026-ATI,"UNION, UNION ALL, INTERSECT, EXCEPT, compatibilidade, duplicidades, precedência e parênteses",11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Fonte-base para operações de conjunto.
34,SRC-PG18-SETTYPES-001,"PostgreSQL 18 — UNION, CASE, and Related Constructs",Documentação técnica oficial,P1,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/typeconv-union-case.html,PostgreSQL 18,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-13,CRBIO01-2026-ATI; SETEC-2026-ATI,Resolução de tipos em UNION/INTERSECT/EXCEPT,11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Regras detalhadas são PostgreSQL; conceito de compatibilidade permanece geral.
35,SRC-PG18-CTE-001,PostgreSQL 18 — WITH Queries (Common Table Expressions),Documentação técnica oficial,P1,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/queries-with.html,PostgreSQL 18,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-14,CRBIO01-2026-ATI; SETEC-2026-ATI,"CTEs simples, múltiplas, recursivas, materialização e DML com WITH",11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Materialização e NOT MATERIALIZED/MATERIALIZED são detalhes PostgreSQL; não generalizar.
36,SRC-PG18-WINDOW-TUTORIAL-001,PostgreSQL 18 — Window Functions Tutorial,Documentação técnica oficial,P1,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/tutorial-window.html,PostgreSQL 18.6,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-15,CRBIO01-2026-ATI; SETEC-2026-ATI,"OVER, PARTITION BY, ORDER BY, frames, uso em SELECT/ORDER BY e filtro via subconsulta",11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Fonte-base didática oficial para funções de janela.
37,SRC-PG18-WINDOW-001,PostgreSQL 18 — Window Functions,Documentação técnica oficial,P1,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/functions-window.html,PostgreSQL 18.6,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-15,CRBIO01-2026-ATI; SETEC-2026-ATI,"ROW_NUMBER, RANK, DENSE_RANK, PERCENT_RANK, CUME_DIST, NTILE, LAG, LEAD, FIRST_VALUE, LAST_VALUE, NTH_VALUE",11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Funções internas precisam de OVER; agregações comuns também podem operar como janela.
38,SRC-MS-RANKING-001,Microsoft Learn — Funções de classificação (Transact-SQL),Documentação técnica oficial,P1,Microsoft,https://learn.microsoft.com/pt-br/sql/t-sql/functions/ranking-functions-transact-sql?view=sql-server-ver17,SQL Server ver17,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-15,CRBIO01-2026-ATI; SETEC-2026-ATI,"ROW_NUMBER, RANK, DENSE_RANK e NTILE em SQL Server",11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Usar como conferência cruzada; detalhes são T-SQL.
39,SRC-PG18-INSERT-TUTORIAL-001,PostgreSQL 18 — Populating a Table With Rows,Documentação técnica oficial,P2,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/tutorial-populate.html,PostgreSQL 18.6,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-16,CRBIO01-2026-ATI; SETEC-2026-ATI,Exemplos introdutórios de INSERT com e sem lista explícita de colunas,11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Complementa SRC-PG18-INSERT-001 com explicação didática oficial.
40,SRC-PG18-DEFAULT-001,PostgreSQL 18 — Default Values,Documentação técnica oficial,P1,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/ddl-default.html,PostgreSQL 18.6,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-16; TI-BD-003-21,CRBIO01-2026-ATI; SETEC-2026-ATI,"Efeito de omissão de coluna, DEFAULT e valor nulo quando não há default declarado",11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Base para valores padrão durante INSERT.
41,SRC-PG18-GENCOL-001,PostgreSQL 18 — Generated Columns,Documentação técnica oficial,P1,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/ddl-generated-columns.html,PostgreSQL 18.6,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-16; TI-BD-003-21,CRBIO01-2026-ATI; SETEC-2026-ATI,Comportamento conceitual de colunas geradas em INSERT/UPDATE,11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Não confundir coluna gerada com DEFAULT ou identity.
42,SRC-PG18-CONSTRAINTS-INSERT-001,PostgreSQL 18 — Constraints,Documentação técnica oficial,P1,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/ddl-constraints.html,PostgreSQL 18.6,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-16; TI-BD-003-21,CRBIO01-2026-ATI; SETEC-2026-ATI,"NOT NULL, UNIQUE, PRIMARY KEY, FOREIGN KEY e CHECK aplicados à aceitação/rejeição de INSERT",11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Aprofundamento completo das constraints fica em TI-BD-003-21.
43,SRC-MS-INSERT-001,Microsoft Learn — INSERT (Transact-SQL),Documentação técnica oficial,P1,Microsoft,https://learn.microsoft.com/sql/t-sql/statements/insert-transact-sql/,SQL Server / T-SQL,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-16,CRBIO01-2026-ATI; SETEC-2026-ATI,"Conferência cruzada de INSERT de uma/múltiplas linhas, INSERT SELECT e recursos T-SQL",11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Separar OUTPUT/TOP e demais particularidades T-SQL de SQL portátil.
44,SRC-PG18-UPDATE-TUTORIAL-001,PostgreSQL 18 — Updates,Documentação técnica oficial,P2,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/tutorial-update.html,PostgreSQL 18.6,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-17,CRBIO01-2026-ATI; SETEC-2026-ATI,Exemplo didático oficial de UPDATE com múltiplas colunas e WHERE,11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Complementa SRC-PG18-UPDATE-001.
45,SRC-MS-UPDATE-001,Microsoft Learn — UPDATE (Transact-SQL),Documentação técnica oficial,P1,Microsoft,https://learn.microsoft.com/pt-br/sql/t-sql/queries/update-transact-sql?view=sql-server-ver17,SQL Server / T-SQL,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-17,CRBIO01-2026-ATI; SETEC-2026-ATI,"Conferência cruzada de UPDATE, SET, WHERE e recursos T-SQL",11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,"TOP, operadores compostos e outras extensões são T-SQL."
46,SRC-PG18-DELETE-TUTORIAL-001,PostgreSQL 18 — Deleting Data,Documentação técnica oficial,P2,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/dml-delete.html,PostgreSQL 18.6,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-18,CRBIO01-2026-ATI; SETEC-2026-ATI,Explicação didática de DELETE com condição e sem WHERE,11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Complementa SRC-PG18-DELETE-001.
47,SRC-PG18-DROPTABLE-001,PostgreSQL 18 — DROP TABLE,Documentação técnica oficial,P1,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/sql-droptable.html,PostgreSQL 18.6,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-18,CRBIO01-2026-ATI; SETEC-2026-ATI,Contraste entre excluir linhas e remover o objeto tabela,11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,"DROP TABLE é DDL e remove a tabela, diferentemente de DELETE."
48,SRC-MS-DELETE-001,Microsoft Learn — DELETE (Transact-SQL),Documentação técnica oficial,P1,Microsoft,https://learn.microsoft.com/sql/t-sql/statements/delete-transact-sql,SQL Server / T-SQL,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-18,CRBIO01-2026-ATI; SETEC-2026-ATI,"Conferência cruzada de DELETE, WHERE, OUTPUT e DELETE com fontes adicionais",11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,"TOP, OUTPUT e demais particularidades são T-SQL."
49,SRC-PG18-MERGE-001,PostgreSQL 18 — MERGE,Documentação técnica oficial,P1,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/sql-merge.html,PostgreSQL 18.6,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-19,CRBIO01-2026-ATI; SETEC-2026-ATI,MERGE; WHEN MATCHED; NOT MATCHED; BY SOURCE/TARGET; INSERT/UPDATE/DELETE; DO NOTHING; RETURNING; ordem das cláusulas,11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Fonte-base para MERGE em PostgreSQL 18.
50,SRC-PG18-ONCONFLICT-001,PostgreSQL 18 — INSERT / ON CONFLICT,Documentação técnica oficial,P1,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/sql-insert.html,PostgreSQL 18.6,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-19,CRBIO01-2026-ATI; SETEC-2026-ATI,ON CONFLICT DO NOTHING/DO UPDATE; conflict target; excluded; atomicidade de INSERT-or-UPDATE,11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Base para UPSERT PostgreSQL e diferenças em relação a MERGE.
51,SRC-PG18-ISO-MERGE-001,PostgreSQL 18 — Transaction Isolation,Documentação técnica oficial,P1,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/transaction-iso.html,PostgreSQL 18.6,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-19; TI-BD-003-20,CRBIO01-2026-ATI; SETEC-2026-ATI,Diferença concorrencial entre INSERT ON CONFLICT e MERGE em Read Committed,11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Evita afirmar incorretamente que MERGE e ON CONFLICT têm a mesma garantia concorrencial.
52,SRC-ORACLE26-MERGE-001,Oracle AI Database 26 — MERGE,Documentação técnica oficial,P1,Oracle,https://docs.oracle.com/en/database/oracle/oracle-database/26/sqlrf/MERGE.html,Oracle AI Database 26,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-19,CRBIO01-2026-ATI; SETEC-2026-ATI,MERGE Oracle; update/insert; deterministicidade; origem e destino,11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Fonte de validação da questão Quadrix Q3274778.
53,SRC-MS-MERGE-001,Microsoft Learn — MERGE (Transact-SQL),Documentação técnica oficial,P1,Microsoft,https://learn.microsoft.com/pt-br/sql/t-sql/statements/merge-transact-sql,SQL Server / T-SQL,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-19,CRBIO01-2026-ATI; SETEC-2026-ATI,MERGE SQL Server; WHEN MATCHED; BY TARGET/SOURCE; OUTPUT; concorrência,11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Separar sintaxe T-SQL das formas PostgreSQL/Oracle.
54,SRC-MYSQL84-UPSERT-001,MySQL 8.4 — INSERT ... ON DUPLICATE KEY UPDATE,Documentação técnica oficial,P1,Oracle / MySQL,https://dev.mysql.com/doc/refman/8.4/en/insert-on-duplicate.html,MySQL 8.4,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-19,CRBIO01-2026-ATI; SETEC-2026-ATI,Equivalente de upsert no MySQL por chave duplicada,11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Usar para comparação de dialetos; não apresentar como sintaxe padrão SQL.
55,SRC-PG18-TRANS-TUTORIAL-001,PostgreSQL 18 — Transactions Tutorial,Documentação técnica oficial,P1,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/tutorial-transactions.html,PostgreSQL 18.6,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-20,CRBIO01-2026-ATI; SETEC-2026-ATI,"BEGIN, COMMIT, ROLLBACK, SAVEPOINT, ROLLBACK TO, unidade de trabalho",11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Fonte-base didática para transações.
56,SRC-PG18-PSQL-AUTOCOMMIT-001,PostgreSQL 18 — psql AUTOCOMMIT,Documentação técnica oficial,P1,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/app-psql.html,PostgreSQL 18.6,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-20,CRBIO01-2026-ATI; SETEC-2026-ATI,Autocommit no cliente psql; modo on/off,11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Distinguir comportamento do cliente psql da semântica transacional do servidor.
57,SRC-PG18-ISO-001,PostgreSQL 18 — Transaction Isolation,Documentação técnica oficial,P1,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/transaction-iso.html,PostgreSQL 18.6,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-20,CRBIO01-2026-ATI; SETEC-2026-ATI,Read Committed; visibilidade; exceção de sequences; concorrência,11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Nesta unidade usar apenas visão conceitual; aprofundamento administrativo fica fora do escopo.
58,SRC-PG18-SAVEPOINT-001,PostgreSQL 18 — SAVEPOINT,Documentação técnica oficial,P1,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/sql-savepoint.html,PostgreSQL 18.6,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-20,CRBIO01-2026-ATI; SETEC-2026-ATI,SAVEPOINT; ROLLBACK TO; RELEASE SAVEPOINT,11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Usar para semântica exata de pontos de salvamento.
59,SRC-MS-TRANSACTIONS-001,Microsoft Learn — Transactions (Transact-SQL),Documentação técnica oficial,P1,Microsoft,https://learn.microsoft.com/pt-br/sql/t-sql/language-elements/transactions-transact-sql?view=sql-server-ver17,SQL Server ver17,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-20,CRBIO01-2026-ATI; SETEC-2026-ATI,"Autocommit, transações explícitas e implícitas, COMMIT/ROLLBACK",11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Valida questão Quadrix Q3438123 e diferenças de modo transacional no SQL Server.
60,SRC-MS-ROLLBACK-001,Microsoft Learn — ROLLBACK TRANSACTION,Documentação técnica oficial,P1,Microsoft,https://learn.microsoft.com/pt-br/sql/t-sql/language-elements/rollback-transaction-transact-sql?view=sql-server-ver17,SQL Server ver17,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-20,CRBIO01-2026-ATI; SETEC-2026-ATI,ROLLBACK total e rollback para savepoint no SQL Server,11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Comparação de dialetos.
61,SRC-PG18-CONSTRAINTS-021,PostgreSQL 18 — Constraints,Documentação técnica oficial,P1,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/ddl-constraints.html,PostgreSQL 18.6,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-21,CRBIO01-2026-ATI; SETEC-2026-ATI,"CHECK, NOT NULL, UNIQUE, PRIMARY KEY, FOREIGN KEY, NULLS NOT DISTINCT, ON DELETE/UPDATE",11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Fonte-base atual para constraints e efeitos sobre DML.
62,SRC-PG18-ALTER-CONSTRAINTS-021,PostgreSQL 18 — Modifying Tables / Adding Constraints,Documentação técnica oficial,P1,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/ddl-alter.html,PostgreSQL 18.6,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-21,CRBIO01-2026-ATI; SETEC-2026-ATI,ALTER TABLE ADD CHECK/UNIQUE/FOREIGN KEY; SET NOT NULL; validação de dados existentes,11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Base para criação tardia de constraints.
63,SRC-PG18-CREATETABLE-021,PostgreSQL 18 — CREATE TABLE,Documentação técnica oficial,P1,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/sql-createtable.html,PostgreSQL 18.6,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-21,CRBIO01-2026-ATI; SETEC-2026-ATI,Sintaxe atual de constraints; DEFERRABLE; ENFORCED/NOT ENFORCED; extensões PostgreSQL 18,11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Usar para diferenças de versão e sintaxe avançada.
64,SRC-PG18-DEFAULT-021,PostgreSQL 18 — Default Values,Documentação técnica oficial,P1,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/ddl-default.html,PostgreSQL 18.6,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-21,CRBIO01-2026-ATI; SETEC-2026-ATI,DEFAULT e efeito de coluna omitida em DML,11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,"DEFAULT é definição de valor padrão, não constraint de integridade no mesmo sentido de PK/FK/CHECK."
65,SRC-PG18-SELECT-022,PostgreSQL 18 — SELECT,Documentação técnica oficial,P1,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/sql-select.html,PostgreSQL 18.6,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-22; TI-BD-003-23,CRBIO01-2026-ATI; SETEC-2026-ATI,"Semântica de SELECT, DISTINCT, GROUP BY, HAVING, operações e ordenação",11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Base para prever forma e cardinalidade do resultado.
66,SRC-PG18-COMPARISON-022,PostgreSQL 18 — Comparison Functions and Operators,Documentação técnica oficial,P1,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/functions-comparison.html,PostgreSQL 18.6,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-22,CRBIO01-2026-ATI; SETEC-2026-ATI,"Lógica de NULL, IS NULL, IS DISTINCT FROM e comparações",11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Suporte para previsão de resultado com lógica ternária.
67,SRC-PG18-QUERY-PATH-023,PostgreSQL 18 — The Path of a Query,Documentação técnica oficial,P1,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/query-path.html,PostgreSQL 18.6,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-23,CRBIO01-2026-ATI; SETEC-2026-ATI,"Parser, rewrite, planner/optimizer, executor; plano físico distinto da ordem lógica",11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,Fonte-base para separar semântica lógica de execução física.
68,SRC-PG18-EXPLAIN-023,PostgreSQL 18 — Using EXPLAIN,Documentação técnica oficial,P1,PostgreSQL Global Development Group,https://www.postgresql.org/docs/18/using-explain.html,PostgreSQL 18.6,23/09/2026,ativo,Banco de Dados / SQL,TI-BD-003-23,CRBIO01-2026-ATI; SETEC-2026-ATI,EXPLAIN; nós de plano; custos; linhas estimadas; EXPLAIN ANALYZE,11_FONTES/03_DOCUMENTACAO_TECNICA_OFICIAL/Banco de Dados — SQL,EXPLAIN ANALYZE executa a instrução; cuidado com DML.
